lng,lat
121.5439762423932,29.87034062598753
121.52945314150644,29.858009249090653
121.45020800494868,30.01146872783001
121.5049417899437,29.871897745842553
121.84942450577846,26.995282309198302
121.64336735734072,29.854168959036205
121.85517006850267,30.434691452560592
121.5919277284493,29.792440561785366
121.5992538830736,29.67185304734087
121.62399101674306,29.629930634844385
121.39987745506035,29.65012579079911
121.44549325359593,29.88028937396073
121.76579878384723,30.23178713426766
121.06557783153346,29.888677154479648
121.34797377198205,29.98582601465
121.62236528947552,29.87866547228804
121.73797472044834,29.892815519396354
121.2023783177113,30.044113493798633
121.45085585522817,29.95892814415976
121.42404031783799,29.896743346845938
121.64561777270237,30.14911416915152
121.60568848397759,29.763372076953768
121.48862634291227,30.379623890397863
120.72402153716071,29.858947159893866
121.50882435558161,29.7109778627007
121.65643973359992,29.907345940368057
121.59839898004277,29.911423742874188
90.89303859651913,29.9649844842372
121.5267572635634,29.927277039704883
114.96582848334572,29.810912928232824
121.61812177073361,30.81303942101263
121.52527001214987,29.836133042581082
121.36986708705692,30.00178712708644
121.49012116105398,29.81357140071889
121.60373937350154,29.862991370817113
121.63369910668763,29.844215505079184
121.52073059835698,36.66592885067507
123.25694892370025,29.901544331432188
121.44274263807047,29.96646280087848
121.83410995982567,29.821288099804374
121.52069062975823,29.947862314913465
121.51658937892483,30.049131733689407
121.60723709664191,29.938653786714976
121.7148334043319,29.81009838163175
121.30882816884392,29.186379650194297
121.2905774384812,29.99808828777918
121.47875426904497,29.85407351954884
121.68208199354756,29.406099448126504
121.76969595807304,29.609145945730216
121.49231264160153,29.130425314712653
121.51450910090051,29.89298557836707
121.68194280920986,30.995165481620905
121.50070035944621,30.534654116505056
121.51046230907029,29.79838769828956
121.36928399973216,30.29752584747555
121.54291373657783,29.790728587309754
121.53545999227738,29.77835797552188
121.62656785202942,29.697826879045415
121.86177736137611,29.811772669024222
121.02911757938391,29.692944330488416
121.5154137447198,29.99280210705348
121.60596829945004,29.89231976620142
121.28092792735723,29.779074217183158
121.51755651156293,29.944283664231293
121.65705265270233,29.81899672140531
121.4982177834804,29.945706525164045
121.56079976871209,29.586778006578218
121.69921779571804,29.918934645325034
121.56867143754663,29.687685973603525
121.50848775436855,29.978230202409243
121.41550397636135,29.825479280052505
121.84872300925744,29.761999770642337
121.45351646781882,30.049598901647254
121.49416327695621,29.849962142706097
121.58511174685023,29.256872986132525
121.53486537876509,29.762131019362112
121.53883345671005,29.759188070282384
121.53591238632676,29.903782357676484
121.76553178062204,29.76097347403011
121.50978136585427,29.844229514899624
121.52664258339449,29.832993538848186
122.34147992673144,29.859683178490354
121.59070761648044,29.90462515544761
121.45592314734462,30.087042197595633
121.03663623821603,29.87003109268937
121.65985501705899,29.826902227724155
121.70742128454988,29.698549684904435
121.59176593084199,29.63205147595836
121.6318750954491,29.903610675249165
121.26613084435543,29.653317942113546
118.07942997420082,60.42588011238002
121.55081244840795,29.9745534039006
121.52877404090883,28.30449827402182
121.70356998961775,30.02568324800911
121.53547164565595,30.18353328141945
