id,artist,event_date,name,lat,lng,city,tour_name,event_date_lagged,lat_lagged,lng_lagged,tour_lagged,artist_lagged
6bf94e26,Aretha Franklin,1955-04-04,Howard School,35.0456297,-85.3096801,Chattanooga,No associated tour,,35.0456297,-85.3096801,,
43f53b7b,Aretha Franklin,1958-02-16,Northwestern High School,25.7742658,-80.1936589,Miami,No associated tour,1955-04-04 00:00:00,25.7742658,-80.1936589,No associated tour,Aretha Franklin
43fedb83,Aretha Franklin,1960-10-11,The Village Vanguard,40.714269099999996,-74.0059729,New York,No associated tour,1958-02-16 00:00:00,40.714269099999996,-74.0059729,No associated tour,Aretha Franklin
73ca7e71,Aretha Franklin,1961-01-02,Showboat,39.952335,-75.16378900000001,Philadelphia,No associated tour,1960-10-11 00:00:00,39.952335,-75.16378900000001,No associated tour,Aretha Franklin
7bca7e64,Aretha Franklin,1961-02-24,Apollo Theater,40.714269099999996,-74.0059729,New York,No associated tour,1961-01-02 00:00:00,40.714269099999996,-74.0059729,No associated tour,Aretha Franklin
63ca7e5b,Aretha Franklin,1961-02-25,Apollo Theater,40.714269099999996,-74.0059729,New York,No associated tour,1961-02-24 00:00:00,40.714269099999996,-74.0059729,No associated tour,Aretha Franklin
6bca7e5a,Aretha Franklin,1961-02-26,Apollo Theater,40.714269099999996,-74.0059729,New York,No associated tour,1961-02-25 00:00:00,40.714269099999996,-74.0059729,No associated tour,Aretha Franklin
73ca7e59,Aretha Franklin,1961-02-27,Apollo Theater,40.714269099999996,-74.0059729,New York,No associated tour,1961-02-26 00:00:00,40.714269099999996,-74.0059729,No associated tour,Aretha Franklin
7bca7e58,Aretha Franklin,1961-02-28,Apollo Theater,40.714269099999996,-74.0059729,New York,No associated tour,1961-02-27 00:00:00,40.714269099999996,-74.0059729,No associated tour,Aretha Franklin
63ca7e5f,Aretha Franklin,1961-03-01,Apollo Theater,40.714269099999996,-74.0059729,New York,No associated tour,1961-02-28 00:00:00,40.714269099999996,-74.0059729,No associated tour,Aretha Franklin
6bca7e5e,Aretha Franklin,1961-03-02,Apollo Theater,40.714269099999996,-74.0059729,New York,No associated tour,1961-03-01 00:00:00,40.714269099999996,-74.0059729,No associated tour,Aretha Franklin
4be5c7ce,Aretha Franklin,1961-05-13,Kiel Auditorium,38.62727329999999,-90.19788890000001,St. Louis,No associated tour,1961-03-02 00:00:00,38.62727329999999,-90.19788890000001,No associated tour,Aretha Franklin
2bfb581a,Aretha Franklin,1961-10-26,Village Gate,40.714269099999996,-74.0059729,New York,No associated tour,1961-05-13 00:00:00,40.714269099999996,-74.0059729,No associated tour,Aretha Franklin
2bff7026,Aretha Franklin,1961-11-09,Pink Poodle,39.7683765,-86.15804229999999,Indianapolis,No associated tour,1961-10-26 00:00:00,39.7683765,-86.15804229999999,No associated tour,Aretha Franklin
7b91ae04,Aretha Franklin,1961-11-12,Pink Poodle,39.7683765,-86.15804229999999,Indianapolis,No associated tour,1961-11-09 00:00:00,39.7683765,-86.15804229999999,No associated tour,Aretha Franklin
6b91aefa,Aretha Franklin,1961-11-14,Pink Poodle,39.7683765,-86.15804229999999,Indianapolis,No associated tour,1961-11-12 00:00:00,39.7683765,-86.15804229999999,No associated tour,Aretha Franklin
5bff0f98,Aretha Franklin,1961-11-18,Pink Poodle,39.7683765,-86.15804229999999,Indianapolis,No associated tour,1961-11-14 00:00:00,39.7683765,-86.15804229999999,No associated tour,Aretha Franklin
43fedb13,Aretha Franklin,1961-12-10,Kleinhans Music Hall,42.8864468,-78.8783689,Buffalo,No associated tour,1961-11-18 00:00:00,42.8864468,-78.8783689,No associated tour,Aretha Franklin
43fedba3,Aretha Franklin,1962-02-09,Brevoort Theatre,40.65,-73.95,Brooklyn,No associated tour,1961-12-10 00:00:00,40.65,-73.95,No associated tour,Aretha Franklin
13e8f171,Aretha Franklin,1962-03-30,Knight Beat Club,25.7742658,-80.1936589,Miami,No associated tour,1962-02-09 00:00:00,25.7742658,-80.1936589,No associated tour,Aretha Franklin
33ff7039,Aretha Franklin,1962-10-05,Pink Poodle,39.7683765,-86.15804229999999,Indianapolis,No associated tour,1962-03-30 00:00:00,39.7683765,-86.15804229999999,No associated tour,Aretha Franklin
33ff703d,Aretha Franklin,1962-10-13,Pink Poodle,39.7683765,-86.15804229999999,Indianapolis,No associated tour,1962-10-05 00:00:00,39.7683765,-86.15804229999999,No associated tour,Aretha Franklin
63feda53,Aretha Franklin,1963-12-06,Royal Arms,42.8864468,-78.8783689,Buffalo,No associated tour,1962-10-13 00:00:00,42.8864468,-78.8783689,No associated tour,Aretha Franklin
43fedb2f,Aretha Franklin,1964-02-14,Apollo Theater,40.714269099999996,-74.0059729,New York,No associated tour,1963-12-06 00:00:00,40.714269099999996,-74.0059729,No associated tour,Aretha Franklin
3bff704c,Aretha Franklin,1964-12-12,Pink Poodle,39.7683765,-86.15804229999999,Indianapolis,No associated tour,1964-02-14 00:00:00,39.7683765,-86.15804229999999,No associated tour,Aretha Franklin
2b85885e,Aretha Franklin,1965-02-06,Stanton Theater,39.2903848,-76.6121893,Baltimore,No associated tour,1964-12-12 00:00:00,39.2903848,-76.6121893,No associated tour,Aretha Franklin
3385885d,Aretha Franklin,1965-02-07,Stanton Theater,39.2903848,-76.6121893,Baltimore,No associated tour,1965-02-06 00:00:00,39.2903848,-76.6121893,No associated tour,Aretha Franklin
73feda61,Aretha Franklin,1965-03-29,Royal Arms,42.8864468,-78.8783689,Buffalo,No associated tour,1965-02-07 00:00:00,42.8864468,-78.8783689,No associated tour,Aretha Franklin
339128b5,Aretha Franklin,1966-07-07,The Penthouse,47.6062095,-122.33207079999998,Seattle,No associated tour,1965-03-29 00:00:00,47.6062095,-122.33207079999998,No associated tour,Aretha Franklin
239a0467,Aretha Franklin,1967-02-05,Baltimore Civic Center,39.2903848,-76.6121893,Baltimore,No associated tour,1966-07-07 00:00:00,39.2903848,-76.6121893,No associated tour,Aretha Franklin
2bcabcce,Aretha Franklin,1967-04-22,Cleveland Arena,41.499495399999994,-81.6954088,Cleveland,No associated tour,1967-02-05 00:00:00,41.499495399999994,-81.6954088,No associated tour,Aretha Franklin
53843bbd,Aretha Franklin,1967-05-01,Lakeshore Auditorium,30.4507462,-91.154551,Baton Rouge,No associated tour,1967-04-22 00:00:00,30.4507462,-91.154551,No associated tour,Aretha Franklin
339a0465,Aretha Franklin,1967-08-12,Downing Stadium,40.714269099999996,-74.0059729,New York,No associated tour,1967-05-01 00:00:00,40.714269099999996,-74.0059729,No associated tour,Aretha Franklin
4b91bbde,Aretha Franklin,1967-09-10,Baltimore Civic Center,39.2903848,-76.6121893,Baltimore,No associated tour,1967-08-12 00:00:00,39.2903848,-76.6121893,No associated tour,Aretha Franklin
73fede75,Aretha Franklin,1967-10-25,The Tonight Show Starring Johnny Carson,40.714269099999996,-74.0059729,New York,No associated tour,1967-09-10 00:00:00,40.714269099999996,-74.0059729,No associated tour,Aretha Franklin
6bc596ae,Aretha Franklin,1967-10-26,Spectrum,39.952335,-75.16378900000001,Philadelphia,No associated tour,1967-10-25 00:00:00,39.952335,-75.16378900000001,No associated tour,Aretha Franklin
6bf95a6e,Aretha Franklin,1967-10-28,Philharmonic Hall,40.714269099999996,-74.0059729,New York,No associated tour,1967-10-26 00:00:00,40.714269099999996,-74.0059729,No associated tour,Aretha Franklin
5bf53b6c,Aretha Franklin,1967-12-20,Miami Marine Stadium,25.7742658,-80.1936589,Miami,No associated tour,1967-10-28 00:00:00,25.7742658,-80.1936589,No associated tour,Aretha Franklin
73e76efd,Aretha Franklin,1968-01-22,The Forum,33.9616801,-118.3531311,Inglewood,No associated tour,1967-12-20 00:00:00,33.9616801,-118.3531311,No associated tour,Aretha Franklin
6bf78256,Aretha Franklin,1968-02-16,Cobo Arena,42.331427000000005,-83.0457538,Detroit,No associated tour,1968-01-22 00:00:00,42.331427000000005,-83.0457538,No associated tour,Aretha Franklin
7bcf7a2c,Aretha Franklin,1968-04-28,Concertgebouw,52.373000000000005,4.9,Amsterdam,No associated tour,1968-02-16 00:00:00,52.373000000000005,4.9,No associated tour,Aretha Franklin
1bce6980,Aretha Franklin,1968-04-28,De Doelen,51.9225,4.4791669999999995,Rotterdam,No associated tour,1968-04-28 00:00:00,51.9225,4.4791669999999995,No associated tour,Aretha Franklin
4bd65792,Aretha Franklin,1968-05-02,Berns,59.332576536175296,18.0649030208588,Stockholm,No associated tour,1968-04-28 00:00:00,59.332576536175296,18.0649030208588,No associated tour,Aretha Franklin
1b8435e0,Aretha Franklin,1968-05-04,Jahrhunderthalle,50.1166667,8.683333300000001,Frankfurt,No associated tour,1968-05-02 00:00:00,50.1166667,8.683333300000001,No associated tour,Aretha Franklin
b8435ea,Aretha Franklin,1968-05-04,Jahrhunderthalle,50.1166667,8.683333300000001,Frankfurt,No associated tour,1968-05-04 00:00:00,50.1166667,8.683333300000001,No associated tour,Aretha Franklin
5bc3cbf4,Aretha Franklin,1968-05-07,L'Olympia Bruno Coquatrix,48.85341,2.3488,Paris,No associated tour,1968-05-04 00:00:00,48.85341,2.3488,No associated tour,Aretha Franklin
73871aa9,Aretha Franklin,1968-05-12,Hammersmith Odeon,51.5084152563931,-0.125532746315002,London,No associated tour,1968-05-07 00:00:00,51.5084152563931,-0.125532746315002,No associated tour,Aretha Franklin
239778b7,Aretha Franklin,1968-05-17,WDR Studio-L,50.9333333,6.95,Cologne,No associated tour,1968-05-12 00:00:00,50.9333333,6.95,No associated tour,Aretha Franklin
3ff4943,Aretha Franklin,1968-06-30,Buffalo Memorial Auditorium,42.8864468,-78.8783689,Buffalo,No associated tour,1968-05-17 00:00:00,42.8864468,-78.8783689,No associated tour,Aretha Franklin
63cc760f,Aretha Franklin,1968-08-04,Red Rocks Amphitheatre,39.6535988,-105.1910996,Morrison,No associated tour,1968-06-30 00:00:00,39.6535988,-105.1910996,No associated tour,Aretha Franklin
2bf4d4aa,Aretha Franklin,1968-08-12,Rhode Island Auditorium,41.8239891,-71.4128343,Providence,No associated tour,1968-08-04 00:00:00,41.8239891,-71.4128343,No associated tour,Aretha Franklin
13f70de5,Aretha Franklin,1968-08-29,El Hipocampo,10.5,-66.91666670000001,Caracas,No associated tour,1968-08-12 00:00:00,10.5,-66.91666670000001,No associated tour,Aretha Franklin
1bf70de4,Aretha Franklin,1968-08-30,El Hipocampo,10.5,-66.91666670000001,Caracas,No associated tour,1968-08-29 00:00:00,10.5,-66.91666670000001,No associated tour,Aretha Franklin
3f70ddb,Aretha Franklin,1968-08-31,El Hipocampo,10.5,-66.91666670000001,Caracas,No associated tour,1968-08-30 00:00:00,10.5,-66.91666670000001,No associated tour,Aretha Franklin
1bc9d964,Aretha Franklin,1968-09-01,Estudio de Radio Caracas Televisión,10.5,-66.91666670000001,Caracas,No associated tour,1968-08-31 00:00:00,10.5,-66.91666670000001,No associated tour,Aretha Franklin
5bf76bcc,Aretha Franklin,1968-09-02,Estudio de Radio Caracas Televisión,10.5,-66.91666670000001,Caracas,No associated tour,1968-09-01 00:00:00,10.5,-66.91666670000001,No associated tour,Aretha Franklin
43f76bc3,Aretha Franklin,1968-09-03,Estudio de Radio Caracas Televisión,10.5,-66.91666670000001,Caracas,No associated tour,1968-09-02 00:00:00,10.5,-66.91666670000001,No associated tour,Aretha Franklin
4bf76bc2,Aretha Franklin,1968-09-04,Estudio de Radio Caracas Televisión,10.5,-66.91666670000001,Caracas,No associated tour,1968-09-03 00:00:00,10.5,-66.91666670000001,No associated tour,Aretha Franklin
53f76bc1,Aretha Franklin,1968-09-05,Estudio de Radio Caracas Televisión,10.5,-66.91666670000001,Caracas,No associated tour,1968-09-04 00:00:00,10.5,-66.91666670000001,No associated tour,Aretha Franklin
5bf76bc0,Aretha Franklin,1968-09-06,Estudio de Radio Caracas Televisión,10.5,-66.91666670000001,Caracas,No associated tour,1968-09-05 00:00:00,10.5,-66.91666670000001,No associated tour,Aretha Franklin
43f76bc7,Aretha Franklin,1968-09-08,Estudio de Radio Caracas Televisión,10.5,-66.91666670000001,Caracas,No associated tour,1968-09-06 00:00:00,10.5,-66.91666670000001,No associated tour,Aretha Franklin
1bc5bd5c,Aretha Franklin,1968-10-03,Civic Arena,40.440624799999995,-79.9958864,Pittsburgh,No associated tour,1968-09-08 00:00:00,40.440624799999995,-79.9958864,No associated tour,Aretha Franklin
4bf13b7e,Aretha Franklin,1968-10-11,Rochester Community War Memorial,43.1547845,-77.6155568,Rochester,No associated tour,1968-10-03 00:00:00,43.1547845,-77.6155568,No associated tour,Aretha Franklin
33f4d4e5,Aretha Franklin,1968-10-12,Rhode Island Auditorium,41.8239891,-71.4128343,Providence,No associated tour,1968-10-11 00:00:00,41.8239891,-71.4128343,No associated tour,Aretha Franklin
2be60c36,Aretha Franklin,1968-10-20,Philharmonic Hall,40.714269099999996,-74.0059729,New York,No associated tour,1968-10-12 00:00:00,40.714269099999996,-74.0059729,No associated tour,Aretha Franklin
1be5bd18,Aretha Franklin,1968-11-02,Queen Elizabeth Theatre,49.249657393,-123.119340403,Vancouver,No associated tour,1968-10-20 00:00:00,49.249657393,-123.119340403,No associated tour,Aretha Franklin
73f7d619,Aretha Franklin,1968-11-09,Honolulu International Center,21.3069444,-157.8583333,Honolulu,No associated tour,1968-11-02 00:00:00,21.3069444,-157.8583333,No associated tour,Aretha Franklin
63f7d61f,Aretha Franklin,1968-11-10,Honolulu International Center,21.3069444,-157.8583333,Honolulu,No associated tour,1968-11-09 00:00:00,21.3069444,-157.8583333,No associated tour,Aretha Franklin
13f915e5,Aretha Franklin,1969-01-25,University Events Building,42.277562797398,-83.7408828735352,Ann Arbor,No associated tour,1968-11-10 00:00:00,42.277562797398,-83.7408828735352,No associated tour,Aretha Franklin
3392d421,Aretha Franklin,1969-04-14,Dorothy Chandler Pavillion,34.052,-118.244,Los Angeles,No associated tour,1969-01-25 00:00:00,34.052,-118.244,No associated tour,Aretha Franklin
3bf2fcc8,Aretha Franklin,1969-04-26,Duke Indoor Stadium,35.99403289999999,-78.898619,Durham,No associated tour,1969-04-14 00:00:00,35.99403289999999,-78.898619,No associated tour,Aretha Franklin
7bc596ac,Aretha Franklin,1969-05-09,Spectrum,39.952335,-75.16378900000001,Philadelphia,No associated tour,1969-04-26 00:00:00,39.952335,-75.16378900000001,No associated tour,Aretha Franklin
1b922560,Aretha Franklin,1969-05-11,Finsbury Park Astoria,51.5084152563931,-0.125532746315002,London,No associated tour,1969-05-09 00:00:00,51.5084152563931,-0.125532746315002,No associated tour,Aretha Franklin
23e7e493,Aretha Franklin,1969-06-12,Circus Maximus at Caesars Palace,36.1749705,-115.13722299999999,Las Vegas,No associated tour,1969-05-11 00:00:00,36.1749705,-115.13722299999999,No associated tour,Aretha Franklin
43f73f77,Aretha Franklin,1969-06-13,Houston Astrodome,29.7632836,-95.3632715,Houston,No associated tour,1969-06-12 00:00:00,29.7632836,-95.3632715,No associated tour,Aretha Franklin
4bf73f76,Aretha Franklin,1969-06-14,Houston Astrodome,29.7632836,-95.3632715,Houston,No associated tour,1969-06-13 00:00:00,29.7632836,-95.3632715,No associated tour,Aretha Franklin
53f73f75,Aretha Franklin,1969-06-15,Houston Astrodome,29.7632836,-95.3632715,Houston,No associated tour,1969-06-14 00:00:00,29.7632836,-95.3632715,No associated tour,Aretha Franklin
3be7e49c,Aretha Franklin,1969-06-16,Circus Maximus at Caesars Palace,36.1749705,-115.13722299999999,Las Vegas,No associated tour,1969-06-15 00:00:00,36.1749705,-115.13722299999999,No associated tour,Aretha Franklin
23875c6b,Aretha Franklin,1969-07-02,Stadio Comunale Gennaro Meomartini,41.129519,14.786138000000001,Benevento,No associated tour,1969-06-16 00:00:00,41.129519,14.786138000000001,No associated tour,Aretha Franklin
139fd979,Aretha Franklin,1969-08-08,Civic Arena,40.440624799999995,-79.9958864,Pittsburgh,No associated tour,1969-07-02 00:00:00,40.440624799999995,-79.9958864,No associated tour,Aretha Franklin
339fdcad,Aretha Franklin,1969-08-12,Meadow Brook Theatre,42.6583661,-83.14993220000001,Rochester Hills,No associated tour,1969-08-08 00:00:00,42.6583661,-83.14993220000001,No associated tour,Aretha Franklin
4bfaa3f2,Aretha Franklin,1969-08-16,Garden State Arts Center,40.3451095,-74.1840322,Holmdel,No associated tour,1969-08-12 00:00:00,40.3451095,-74.1840322,No associated tour,Aretha Franklin
43eed74b,Aretha Franklin,1969-09-13,The Forum,33.9616801,-118.3531311,Inglewood,No associated tour,1969-08-16 00:00:00,33.9616801,-118.3531311,No associated tour,Aretha Franklin
7be31ea0,Aretha Franklin,1970-07-16,Stadio Comunale della Favorita,38.115819808927,13.359761238098098,Palermo,No associated tour,1969-09-13 00:00:00,38.115819808927,13.359761238098098,No associated tour,Aretha Franklin
6be01e72,Aretha Franklin,1970-07-21,La Pinède Gould,43.5666667,7.1,Juan-les-Pins,No associated tour,1970-07-16 00:00:00,43.5666667,7.1,No associated tour,Aretha Franklin
13fd0529,Aretha Franklin,1970-09-13,Arizona Veterans Memorial Coliseum,33.4483771,-112.07403729999999,Phoenix,No associated tour,1970-07-21 00:00:00,33.4483771,-112.07403729999999,No associated tour,Aretha Franklin
63c596a3,Aretha Franklin,1970-12-09,Spectrum,39.952335,-75.16378900000001,Philadelphia,No associated tour,1970-09-13 00:00:00,39.952335,-75.16378900000001,No associated tour,Aretha Franklin
23f9a02f,Aretha Franklin,1971-03-05,Fillmore West,37.775,-122.419,San Francisco,No associated tour,1970-12-09 00:00:00,37.775,-122.419,No associated tour,Aretha Franklin
33f9a02d,Aretha Franklin,1971-03-06,Fillmore West,37.775,-122.419,San Francisco,No associated tour,1971-03-05 00:00:00,37.775,-122.419,No associated tour,Aretha Franklin
2bf9a022,Aretha Franklin,1971-03-07,Fillmore West,37.775,-122.419,San Francisco,No associated tour,1971-03-06 00:00:00,37.775,-122.419,No associated tour,Aretha Franklin
7bce063c,Aretha Franklin,1971-04-12,Hofheinz Pavilion,29.7632836,-95.3632715,Houston,No associated tour,1971-03-07 00:00:00,29.7632836,-95.3632715,No associated tour,Aretha Franklin
539c5bc9,Aretha Franklin,1971-04-25,Lewisohn Stadium,40.714269099999996,-74.0059729,New York,No associated tour,1971-04-12 00:00:00,40.714269099999996,-74.0059729,No associated tour,Aretha Franklin
43fedb23,Aretha Franklin,1971-06-02,Apollo Theater,40.714269099999996,-74.0059729,New York,No associated tour,1971-04-25 00:00:00,40.714269099999996,-74.0059729,No associated tour,Aretha Franklin
4bd833aa,Aretha Franklin,1971-06-12,Casino de Montreux,46.4330064251585,6.91143035888672,Montreux,No associated tour,1971-06-02 00:00:00,46.4330064251585,6.91143035888672,No associated tour,Aretha Franklin
