x,y
121.543976242393,29.8703406259875
121.529453141506,29.8580092490907
121.450208004949,30.01146872783
121.504941789944,29.8718977458426
121.643367357341,29.8541689590362
121.591927728449,29.7924405617854
121.599253883074,29.6718530473409
121.623991016743,29.6299306348444
121.39987745506,29.6501257907991
121.445493253596,29.8802893739607
121.065577831533,29.8886771544796
121.347973771982,29.98582601465
121.622365289476,29.878665472288
121.737974720448,29.8928155193964
121.202378317711,30.0441134937986
121.450855855228,29.9589281441598
121.424040317838,29.8967433468459
121.605688483978,29.7633720769538
120.724021537161,29.8589471598939
121.508824355582,29.7109778627007
121.6564397336,29.9073459403681
121.598398980043,29.9114237428742
90.8930385965191,29.9649844842372
121.526757263563,29.9272770397049
114.965828483346,29.8109129282328
121.52527001215,29.8361330425811
121.369867087057,30.0017871270864
121.490121161054,29.8135714007189
121.603739373502,29.8629913708171
121.633699106688,29.8442155050792
121.44274263807,29.9664628008785
121.834109959826,29.8212880998044
121.520690629758,29.9478623149135
121.516589378925,30.0491317336894
121.607237096642,29.938653786715
121.714833404332,29.8100983816318
121.308828168844,29.1863796501943
121.290577438481,29.9980882877792
121.478754269045,29.8540735195488
121.682081993548,29.4060994481265
121.514509100901,29.8929855783671
121.68194280921,30.9951654816209
121.51046230907,29.7983876982896
121.369283999732,30.2975258474756
121.542913736578,29.7907285873098
121.535459992277,29.7783579755219
121.626567852029,29.6978268790454
121.861777361376,29.8117726690242
121.029117579384,29.6929443304884
121.51541374472,29.9928021070535
121.60596829945,29.8923197662014
121.280927927357,29.7790742171832
121.517556511563,29.9442836642313
121.657052652702,29.8189967214053
121.49821778348,29.945706525164
121.560799768712,29.5867780065782
121.699217795718,29.918934645325
121.568671437547,29.6876859736035
121.508487754369,29.9782302024092
121.415503976361,29.8254792800525
121.848723009257,29.7619997706423
121.453516467819,30.0495989016473
121.494163276956,29.8499621427061
121.58511174685,29.2568729861325
121.534865378765,29.7621310193621
121.53883345671,29.7591880702824
121.535912386327,29.9037823576765
121.765531780622,29.7609734740301
121.509781365854,29.8442295148996
121.526642583394,29.8329935388482
121.59070761648,29.9046251554476
121.455923147345,30.0870421975956
121.036636238216,29.8700310926894
121.659855017059,29.8269022277242
121.70742128455,29.6985496849044
121.591765930842,29.6320514759584
121.631875095449,29.9036106752492
121.266130844355,29.6533179421135
121.550812448408,29.9745534039006
121.519083986445,29.7892075550537
121.568326552155,30.0984243931022
122.425134082884,29.8921489022272
121.5980171988,29.8391714225117
121.523068771534,29.9988076177152
121.122086600677,29.8017282388247
121.649203955306,29.9305864959723
121.500619624467,29.65749412591
121.535004990451,29.9622570520599
121.606708943013,29.8686513575819
121.451689940281,29.6509615016287
121.609622136292,29.5927297117903
121.536064400327,30.014241284823
121.450900550061,29.7193549624541
121.475021929873,29.9490559507768
121.526418848111,29.9614017676194
121.622389725024,29.8447678679503
121.576724358733,29.8669050168403
121.739322987134,29.4809755948861
121.757699484835,29.6390761788196
120.779797442844,29.9521207241933
121.525082565278,30.0872137892217
121.425345178634,29.8848149390294
121.31284080012,30.2499991569987
121.449345087752,29.0048221742848
121.701677915415,29.7966080138778
121.257237645858,29.7423303532976
121.231274055706,29.9476768231568
118.034968227935,29.7956058420051
121.649576734611,29.8560547714645
121.507853521549,30.1080631179617
121.352041263146,30.2414350763185
121.528886350239,29.9220539685043
121.57508565997,29.8464376001702
121.445585396949,29.8867670205862
121.609857256742,29.8740099602939
120.526849379069,46.5658239353709
121.529875240857,29.9418137172497
121.85809829736,29.8981684052166
121.608128999692,30.0136760327176
121.680018790319,29.9507860574885
121.559743027528,29.9610779092186
121.416715829396,29.9333849631925
121.26880041187,30.8837188164516
121.566102162846,29.984206269828
121.322526113582,29.3626544187508
121.496067077586,29.9764570454869
121.518435944766,29.8841380080117
121.628517760143,29.8510496227322
121.40317622507,29.956193462425
121.717732340961,29.6738692278729
121.405907148278,29.8963507353261
121.497442533994,29.8419911022548
121.447204156876,29.9252193738174
121.572859478686,30.9247227384612
121.697282904496,30.9939026377468
121.348980318809,29.9087615048441
121.497165966125,29.873455042436
121.50678393508,30.1215220916765
121.673681211752,29.9806092454972
120.858053084206,29.9160839037495
121.466655103864,29.7837557990649
121.510668958792,29.8469460054146
121.410612990867,29.800635325936
121.272206169832,29.8196866445894
121.772286222562,29.7397974205935
121.430051164041,29.7720825023969
121.418692152467,29.7027376316401
121.383439999019,29.8477210817209
121.39005456618,29.8230190791774
121.527237997179,29.6332535961743
121.65292303163,30.0266645535151
119.529443454907,30.4860946063464
121.372985162994,30.8532006384236
121.467246463666,29.9500072593257
120.918364135323,29.8124439526369
121.462562121254,28.7329894056617
120.973791298343,29.8502099215056
121.569121017773,29.8828814238939
121.538434008475,29.9330120408277
121.369339558308,29.9510872785454
121.458799199015,29.896548442255
120.78849161519,30.1833898282003
121.21473415363,29.8934402308965
121.626330103409,29.7394094387317
121.752002416052,29.7917105696477
120.52525198098,29.8905616804152
121.238655051442,29.8582978939793
121.502861502904,29.8850799276836
121.489826633458,29.8469066874771
121.420132618703,30.2357385745743
121.646877238909,29.757299086219
121.384179200857,29.9142888615303
121.425799773886,30.106904464845
121.673508200367,29.868631873439
121.467589084268,30.2201987969331
121.880883503608,29.8768262216535
121.66373780486,29.8793865435047
121.504184573829,29.839230520612
121.487612611693,29.3792400347008
121.144572028495,29.7331746001041
121.554418079794,29.8954701337093
121.560988452673,29.9654291125581
121.22880240235,29.6215241601908
121.5437240539,29.8844195947418
121.670212419059,29.8177433968916
121.509931352467,29.8385373190208
121.583459110922,29.7638522088692
120.152509623287,29.778557059533
121.406720231146,28.7015607247472
121.194117659505,29.6532008835164
121.66516753382,29.4882132225992
121.628232586822,29.6638264123928
121.55864512404,29.9240098710218
121.374021287192,29.8429744966361
121.255286292237,29.7850947658639
120.86634461121,29.9407531578307
121.393079792858,29.8785651360272
121.702944284404,29.2750250692563
121.651391365636,29.8601159518937
121.529779168634,29.8235700563148
121.491626056021,29.9457213407803
121.424522233326,29.4307597126935
121.577105297359,29.83978911027
121.624318808829,29.4296367379436
121.444936193115,29.9504187824088
121.777994134634,29.862483344767
121.742830224566,29.8359996188038
121.44896742553,29.8015425642918
121.38438106484,29.9328809045603
121.256260355279,30.2868133265355
121.49595629698,29.9035478772071
121.649126154614,29.8187857431617
121.567175867603,29.8438469573302
121.713737506596,29.8414297597674
121.513766873059,30.0474180111507
121.493038960226,30.0003797360981
121.553071634168,29.7426313745465
121.672109488395,29.8260840579401
121.723472568513,29.6550005005226
121.387564991552,29.8181187942575
121.563576996958,29.7025749036679
121.590392265231,30.0719643042247
121.54715887634,29.8721634069622
116.873879272488,29.4152742352924
121.382500547047,29.9064287619507
121.379808172762,29.8175444621641
121.612942998578,29.9569924885701
120.639877647747,29.8865540703358
121.32774612453,29.8134944842613
121.510233810331,32.0738996425819
121.492756803629,29.9463203611983
121.950074788827,29.4472987426021
121.529221374871,29.8125757554888
121.427861201008,29.8682254490689
121.617696337581,29.8390240865777
121.190085133012,29.915747257299
121.578507283831,29.7462074650109
121.50221684225,29.7342843049872
121.56212636918,29.9577961953206
121.474087353782,31.1048868369014
121.585789026196,29.9205713292343
121.593411074457,29.871693903899
121.424095977014,29.8961975964346
121.534976759796,29.9934993501965
121.213849568787,29.5716871888708
121.466991822324,29.9613591596355
121.692796082295,29.5888096850355
121.43043796195,29.973246065565
121.492999494396,30.1356010004136
121.662865856944,29.7698111122841
121.685102166682,29.7184515254985
121.454703817576,29.9966422927659
121.877972266538,30.0022469034902
121.704429660524,29.870656682812
121.483898254115,29.8462723557063
121.316273177294,30.7334785568398
121.294023409847,29.5101281866602
121.843540774305,29.5885816153656
121.487199895692,29.4357739575084
121.648843991237,29.84162990041
120.349552329161,30.1364581792479
121.478831151558,29.9271824773853
121.505823684819,29.5764165647936
121.645899607676,29.9819141987604
121.340679334676,29.9214077201029
121.761884178429,29.6423331657865
121.393185654825,30.0174427843898
121.559503712471,29.7313290377677
121.24040147285,29.7795906525201
121.509081562714,29.863825346367
121.503377404809,29.7615491538277
121.489962327532,28.9482471687904
121.570574341031,29.8429064535219
121.612954675687,30.8445782875674
121.58542016766,30.0347731612718
121.507327160991,29.7896372814394
121.561721513192,29.8094274391836
121.677902701653,29.9490785758518
121.60359961022,29.9574693100611
121.455224958932,29.5606686819491
121.656910133861,29.8913740438899
121.455642731617,29.7437591634974
121.46697739083,29.894086425206
121.631462118397,29.8716281905158
121.316087219997,29.6968368989327
121.527873584819,29.8987888936122
121.562047417603,29.8983904185244
121.399601785747,29.7209215883032
121.600811030715,29.7711847018257
121.504876259927,29.7860444953819
121.363255582485,29.6220640573435
121.549036929716,29.8119299549925
121.540616285261,29.5427157069251
121.513755823427,29.8531907219114
121.549409784597,29.972638271747
121.325798608021,29.7577776395245
121.376789523833,29.8611209135144
121.567371508717,30.0069626189612
121.492153604362,29.6508982651195
121.171965361669,29.6966365303622
121.325622194698,30.1153976346884
121.557519228897,29.9036822780294
121.684961979825,29.815356064138
121.557201202112,29.674387466395
121.623709148319,29.8220862234371
121.662208402407,29.733733109977
121.67499771991,29.8342836263683
121.293904978641,29.8347514960227
121.057836622459,29.9720762219629
121.711716465632,29.8980775551567
120.270644094289,29.698235166274
121.579687918429,30.0020777992717
121.41327172033,29.7897619254245
121.531471207192,29.8194377694389
121.554930401217,29.7339349341951
121.542745515522,28.9168508566903
121.614579684948,29.7903135171931
121.100178786516,29.7418206427012
121.543135125416,28.4567168659149
121.544541810203,29.7661285712945
121.682458669743,29.6053471943588
121.672115418434,29.8862210018881
121.553194308113,29.9525149096617
121.571628502595,29.7464924812179
120.627624655251,29.7214838590904
121.582483775631,29.74408973691
121.410988385638,29.8479050879587
121.513391035887,29.702699396781
121.638450115633,29.7279866662707
121.649884379405,30.9110453762277
121.507374026855,29.8778044626724
109.319012446157,29.7247739326931
121.315810377847,30.2781739293289
121.650343764024,29.8273698570259
121.515306597538,29.83713046722
121.874030605992,29.4276582209215
112.994660386622,29.7297261513995
121.471413663707,29.701443787611
121.472433687523,29.7579939363672
121.421451312278,29.8079459566565
121.604641554888,29.9055180955749
121.616984172415,30.0151137501596
121.494234267626,28.9305461567848
121.864763106552,29.818926479298
121.394192554367,29.7573199386804
121.720460766104,29.9530882039295
121.597094895592,29.739626011315
121.54462082444,29.8741216116937
121.011142363486,29.2408749381058
121.515000227048,29.6035799149721
121.505548562138,29.8845843813491
121.638977048118,29.8737217751677
121.292514885107,29.8820042896038
121.33578872002,30.2703798577637
121.604483540105,29.9720445645254
121.582876297654,29.8301122176007
121.381631521932,30.1351199335432
121.677084574505,29.8559224182262
121.75278199198,29.8670597165327
119.422711806928,29.9331650310184
121.476445971311,30.0467459749186
121.092874628309,29.7563986379405
121.215685196265,29.7866968731448
121.820028218349,29.7955362611613
121.592844768664,29.9144509783434
121.504417765818,29.6456805509196
121.562871217828,29.9374354214622
121.507301788406,29.684994117646
121.405999637225,29.7311521841244
121.499676433191,29.8253606541905
121.508678771726,29.8439940073293
121.625264364985,29.8900885266194
121.513375875983,29.8692826142268
121.495786622942,29.6331447680609
120.759462026646,30.0239457460229
121.542022119032,29.9666577707181
121.61870155136,29.7741636720122
121.464944668182,29.8629059736576
121.564362541485,29.9074680204332
121.78112891688,29.9500671656382
120.629921948854,29.8652947204241
121.15211138007,29.9585896379552
121.648175725077,29.982367704292
121.545875196545,29.6680033505802
121.392749055727,29.8731066243827
121.328330798985,30.210964970265
121.476974705392,29.7226971928275
121.496883959964,29.8981648815949
121.567602674635,29.9451706339149
121.427179428464,29.8756484831312
121.38308298999,31.319699778195
121.505494519049,29.8294643789961
121.670086032142,29.821975919177
121.684441478542,29.8557120201115
121.765335956044,29.9137960400436
121.619403896353,29.8955605462746
121.348881095006,29.7428866892578
121.468303908799,29.9716090320683
121.590936598126,29.8923818583104
121.397800856716,29.9083355977742
121.544649009937,29.913153298371
121.763257206349,29.9251417683456
121.400850089138,29.8561520240832
